ROTAS;DISTANCIA;FALHAS;ACIDENTES;VELOCIDADE
R3332;3380;140;50;80
R3333;710;260;40;80
R3334;2390;170;50;80
R3335;2070;80;30;100
R3336;2100;280;10;100
R3337;3470;260;50;80
R3338;890;300;30;120
R3339;1240;50;20;120
R3340;1660;140;10;120
R3341;980;160;20;120
R3342;700;130;30;120
R3343;2120;30;30;120
R3344;540;150;30;80
R3345;2470;90;50;80
R3346;3310;190;10;100
R3347;2630;60;30;100
R3348;1850;210;40;100
R3349;820;240;40;100
R3350;3250;300;20;120
R3351;3950;70;40;80
R3352;3360;160;20;100
R3353;3900;70;20;100
R3354;3790;140;10;100
R3355;3410;210;50;100
R3356;1590;220;20;120
R3357;3600;240;40;80
R3358;610;100;50;80
R3359;1830;270;40;100
R3360;2050;90;10;100
R3361;2320;220;40;100
R3362;720;230;30;120
R3363;500;10;20;100
R3364;1390;90;30;80
R3365;2550;30;40;120
R3366;2320;270;10;120
R3367;3870;90;20;120
R3368;2670;210;20;80
R3369;1910;80;30;120
R3370;2080;180;50;120
R3371;2040;60;10;120
R3372;2940;210;10;80
R3373;2150;230;10;120
R3374;1570;180;30;100
R3375;670;160;50;120
R3376;1820;240;50;80
R3377;740;100;20;80
R3378;1720;60;40;120
R3379;1830;260;20;80
R3380;1610;50;50;120
R3381;950;50;50;120
R3382;3790;30;40;80
R3383;1980;110;30;120
R3384;1840;150;30;120
R3385;3490;200;20;120
R3386;3380;190;20;120
R3387;3590;250;30;100
R3388;560;280;30;80
R3389;3220;80;20;100
R3390;2010;40;30;100
R3391;3150;150;50;80
R3392;610;150;30;100
R3393;3020;60;30;120
R3394;3070;100;40;100
R3395;1320;140;40;120
R3396;2900;150;20;100
R3397;2840;130;30;120
R3398;2260;270;40;80
R3399;4000;40;30;120
R3400;2160;220;30;80
R3401;1540;80;30;80
R3402;3160;30;20;100
R3403;3390;240;30;100
R3404;1310;270;30;120
R3405;3080;30;20;80
R3406;2770;120;10;80
R3407;3060;30;10;80
R3408;1200;170;10;100
R3409;2590;110;20;120
R3410;1280;270;10;100
R3411;1690;300;30;100
R3412;3160;180;30;80
R3413;1290;300;30;120
R3414;2960;220;50;120
R3415;3640;210;40;120
R3416;2050;190;10;120
R3417;2610;260;20;120
R3418;980;130;30;80
R3419;1650;160;20;120
R3420;2780;30;30;80
R3421;3000;80;20;100
R3422;3950;30;10;80
R3423;2310;60;40;120
R3424;1270;50;40;100
R3425;2350;200;50;80
R3426;1740;80;40;100
R3427;3370;150;40;120
R3428;840;130;50;100
R3429;2640;200;20;120
R3430;1410;0;20;100
R3431;3920;40;50;80
R3432;3810;190;30;120
R3433;2590;180;10;120
R3434;2330;180;30;80
R3435;2340;300;20;100
R3436;3930;240;20;100
R3437;2380;300;50;100
R3438;1890;30;30;100
R3439;3470;70;30;100
R3440;2340;30;40;80
R3441;3850;130;10;100
R3442;1290;10;30;120
R3443;3580;270;20;100
R3444;3000;160;30;100
R3445;3350;300;10;80
R3446;2050;10;10;80
R3447;1830;240;10;120
R3448;1190;280;30;120
R3449;1250;70;50;120
R3450;600;260;10;100
R3451;1400;190;50;80
R3452;1580;240;20;120
R3453;3810;170;50;100
R3454;2710;30;20;100
R3455;3980;80;30;100
R3456;2990;250;40;100
R3457;2220;170;10;100
R3458;1950;90;30;80
R3459;1810;170;10;80
R3460;900;250;10;100
R3461;710;70;20;100
R3462;1640;270;10;100
R3463;970;200;40;120
R3464;3960;150;20;120
R3465;850;40;40;80
R3466;1860;130;20;100
R3467;2240;0;10;80
R3468;3340;230;20;120
R3469;850;160;50;80
R3470;1250;260;10;100
R3471;580;90;30;120
R3472;2060;10;20;100
R3473;840;60;30;80
R3474;3340;60;30;80
R3475;3890;300;40;120
R3476;3470;280;30;120
R3477;2620;150;40;80
R3478;2140;170;10;100
R3479;3320;40;50;80
R3480;3570;130;40;80
R3481;3930;140;50;100
R3482;2230;270;50;80
R3483;2950;70;20;80
R3484;960;130;40;80
R3485;2170;200;30;80
R3486;3040;260;20;80
R3487;1760;40;30;100
R3488;880;70;10;100
R3489;950;280;30;120
R3490;2940;170;30;100
R3491;880;230;50;120
R3492;610;180;10;120
R3493;950;180;10;100
R3494;3140;240;20;80
R3495;2230;100;20;120
R3496;510;120;10;100
R3497;1270;130;20;120
R3498;3230;0;10;80
R3499;2590;160;20;120
R3500;1060;0;30;120
R3501;2650;140;30;100
R3502;2310;90;20;100
R3503;3830;110;10;120
R3504;2310;170;50;80
R3505;2470;40;50;120
R3506;2450;270;10;100
R3507;1640;180;20;100
R3508;880;200;30;100
R3509;1580;120;40;100
R3510;1780;170;30;80
R3511;1830;60;20;120
R3512;2130;130;20;100
R3513;1250;220;10;80
R3514;2250;100;30;120
R3515;2900;280;40;120
R3516;2460;220;40;80
R3517;3440;220;10;100
R3518;560;250;30;80
R3519;3180;40;40;100
R3520;3540;160;30;100
R3521;3110;150;20;120
R3522;3000;110;20;120
R3523;2410;210;30;100
R3524;1070;160;40;100
R3525;3750;100;20;120
R3526;1770;60;50;80
R3527;2780;50;10;120
R3528;1530;200;50;80
R3529;3710;250;20;120
R3530;2380;240;50;80
R3531;970;120;10;120
R3532;1480;30;10;100
R3533;2490;160;10;80
R3534;3430;120;10;100
R3535;1110;240;20;80
R3536;2770;240;40;100
R3537;1220;10;40;120
R3538;1140;240;40;80
R3539;670;200;30;120
R3540;3880;60;40;100
R3541;1540;40;40;120
R3542;2630;60;10;100
R3543;3690;300;30;120
R3544;710;100;10;100
R3545;3900;40;20;120
R3546;3120;90;50;80
R3547;780;260;30;80
R3548;810;160;10;120
R3549;1670;190;20;80
R3550;1790;50;10;80
R3551;900;220;40;120
R3552;3400;180;50;80
R3553;2130;90;40;100
R3554;2840;110;20;100
R3555;2250;150;20;100
R3556;2810;100;50;120
R3557;1650;60;10;80
R3558;760;140;50;80
R3559;3390;200;10;120
R3560;3620;80;40;80
R3561;2900;200;40;100
R3562;1570;180;40;80
R3563;3980;260;20;100
R3564;3410;50;10;120
R3565;1810;220;50;80
R3566;3100;40;50;120
R3567;3790;250;30;100
R3568;2450;20;30;80
R3569;2050;50;50;120
R3570;1210;30;40;120
R3571;2420;40;40;80
R3572;3380;170;10;120
R3573;930;90;10;100
R3574;1120;40;40;120
R3575;2500;250;40;120
R3576;3030;110;30;120
R3577;930;70;20;80
R3578;1650;180;50;120
R3579;2410;270;30;80
R3580;2470;220;30;120
R3581;2400;90;30;120
R3582;1550;70;40;100
R3583;980;120;20;100
R3584;1060;90;10;120
R3585;3820;130;30;100
R3586;1660;50;10;80
R3587;3400;40;10;120
R3588;1950;160;10;80
R3589;3410;140;50;120
R3590;3350;70;50;120
R3591;3000;160;50;100
R3592;3880;80;40;120
R3593;2890;280;50;120
R3594;2070;50;30;100
R3595;2350;300;50;120
R3596;2300;250;30;100
R3597;2300;60;30;80
R3598;3850;300;50;120
R3599;3510;50;40;100
R3600;1790;230;50;120
R3601;2160;220;20;80
R3602;2690;100;50;120
R3603;3430;170;10;120
R3604;2770;100;10;100
R3605;1010;300;20;80
R3606;800;290;40;100
R3607;990;90;20;120
R3608;980;130;30;100
R3609;2270;170;10;80
R3610;2450;270;10;100
R3611;3280;180;10;100
R3612;1840;300;20;100
R3613;760;30;50;100
R3614;2180;250;50;100
R3615;1880;60;40;120
R3616;3670;220;10;80
R3617;940;170;10;80
R3618;3340;130;40;120
R3619;2860;190;50;80
R3620;870;130;10;100
R3621;610;60;40;80
R3622;2390;10;20;100
R3623;2140;140;30;100
R3624;3150;110;20;120
R3625;2810;160;20;80
R3626;3100;210;10;100
R3627;1110;190;40;120
R3628;2090;20;20;120
R3629;2850;0;50;100
R3630;2390;50;40;100
R3631;2550;150;10;80
R3632;3130;200;50;100
R3633;1410;280;40;100
R3634;2870;200;50;100
R3635;2420;60;20;80
R3636;2330;240;30;80
R3637;3080;80;10;80
R3638;2170;100;20;80
R3639;1270;140;50;120
R3640;3130;130;20;80
R3641;1930;280;50;100
R3642;1000;30;40;100
R3643;3240;110;30;120
R3644;3120;200;30;80
R3645;3350;270;50;120
R3646;2850;0;20;80
R3647;2770;230;30;120
R3648;2660;280;50;100
R3649;520;220;10;100
R3650;1140;10;40;100
R3651;2190;220;40;100
R3652;2230;140;30;120
R3653;590;100;30;120
R3654;1660;140;30;120
R3655;3910;130;50;100
R3656;1070;50;50;80
R3657;3540;50;30;120
R3658;3540;30;50;120
R3659;3760;50;30;100
R3660;2130;100;40;120
R3661;3660;190;40;120
R3662;3990;90;10;100
R3663;2220;220;10;120
R3664;3400;110;20;100
R3665;1260;290;10;100
R3666;680;270;20;120
R3667;1860;0;30;120
R3668;580;40;50;100
R3669;2060;260;20;80
R3670;1190;60;50;100
R3671;2930;210;10;100
R3672;3730;30;20;100
R3673;1600;230;40;100
R3674;1850;190;40;100
R3675;620;160;30;100
R3676;3900;100;40;100
R3677;3960;110;50;100
R3678;1700;130;10;80
R3679;1050;250;50;120
R3680;2510;40;30;80
R3681;3650;280;20;100
R3682;3870;240;30;80
R3683;3220;170;10;120
R3684;3770;50;20;80
R3685;1930;220;50;100
R3686;3830;80;40;80
R3687;720;290;20;120
R3688;2180;250;50;120
R3689;1120;100;40;100
R3690;780;170;40;80
R3691;1410;50;40;100
R3692;1660;90;40;120
R3693;2050;150;20;120
R3694;3750;50;40;80
R3695;3270;210;20;80
R3696;3810;120;40;80
R3697;3360;220;50;120
R3698;2410;150;30;100
R3699;3380;110;20;80
R3700;2530;20;30;100
R3701;3980;10;40;120
R3702;690;280;50;120
R3703;2620;110;30;100
R3704;3400;130;10;120
R3705;2690;190;20;80
R3706;2090;190;20;120
R3707;3750;50;50;120
R3708;3920;20;20;120
R3709;2090;210;50;100
R3710;3550;300;10;100
R3711;2210;130;10;80
R3712;1330;170;50;120
R3713;3790;0;50;100
R3714;1350;90;50;80
R3715;3620;40;40;80
R3716;2780;60;40;100
R3717;910;300;40;80
R3718;2090;190;30;100
R3719;1350;60;30;120
R3720;2350;300;40;100
R3721;3880;40;30;80
R3722;1250;10;40;120
R3723;1470;280;30;120
R3724;3620;280;20;120
R3725;3520;230;50;120
R3726;2680;230;40;80
R3727;1540;190;40;120
R3728;3030;150;20;80
R3729;1900;10;20;120
R3730;3900;190;40;100
R3731;2080;220;20;80
R3732;2180;140;50;100
R3733;3700;260;20;80
R3734;1040;160;10;120
R3735;1910;170;40;80
R3736;1490;50;10;120
R3737;3880;270;30;80
R3738;3180;250;20;80
R3739;2710;210;20;120
R3740;2520;110;30;80
R3741;1730;300;40;120
R3742;650;260;30;100
R3743;3760;60;50;100
R3744;1600;180;20;120
R3745;2970;190;10;80
R3746;3470;130;10;80
R3747;1630;140;40;100
R3748;2800;90;20;80
R3749;1660;130;10;100
R3750;2230;240;10;100
R3751;2230;220;50;100
R3752;820;170;30;100
R3753;1970;0;20;80
R3754;3890;80;20;80
R3755;640;130;20;100
R3756;2270;250;50;120
R3757;2140;60;30;120
R3758;790;0;30;80
R3759;3190;240;10;80
R3760;2900;190;30;80
R3761;940;290;20;80
R3762;550;110;30;120
R3763;730;280;30;100
R3764;990;0;20;80
R3765;1330;260;50;100
R3766;3990;10;50;80
R3767;1800;240;50;100
R3768;2760;140;40;120
R3769;1290;280;20;80
R3770;1590;300;10;100
R3771;580;260;30;80
R3772;1450;300;10;80
R3773;1800;90;50;120
R3774;780;240;10;80
R3775;2420;20;40;100
R3776;1520;170;30;100
R3777;2970;100;20;80
R3778;2020;300;30;120
R3779;2030;200;20;80
R3780;560;100;20;100
R3781;1830;130;40;80
R3782;1680;280;40;80
R3783;2420;170;30;120
R3784;1970;180;50;80
R3785;3220;170;40;80
R3786;560;270;10;80
R3787;3890;190;40;100
R3788;1250;70;10;80
R3789;2480;180;20;80
R3790;600;160;30;120
R3791;1810;0;20;120
R3792;1690;110;20;100
R3793;3170;70;50;120
R3794;2440;220;40;100
R3795;1660;80;30;100
R3796;1100;170;30;80
R3797;3070;220;30;120
R3798;1040;200;50;120
R3799;1070;200;30;100
R3800;3580;280;40;120
R3801;3420;140;40;120
R3802;2900;270;40;100
R3803;1170;50;40;100
R3804;2050;160;50;120
R3805;1740;160;10;100
R3806;2250;70;10;120
R3807;1010;50;50;80
R3808;580;10;30;120
R3809;530;260;50;100
R3810;3020;220;50;80
R3811;880;290;10;120
R3812;3360;120;50;120
R3813;500;300;10;80
R3814;1450;270;30;120
R3815;2210;90;20;100
R3816;540;140;50;120
R3817;1170;10;20;100
R3818;3140;270;10;120
R3819;1510;300;10;100
R3820;780;50;10;100
R3821;1490;70;50;80
R3822;3370;270;40;120
R3823;800;90;10;120
R3824;1360;100;40;120
R3825;1100;190;30;100
R3826;2330;90;30;80
R3827;3310;90;40;80
R3828;1860;290;40;100
R3829;2650;30;10;80
R3830;3710;50;50;120
R3831;2900;120;20;120
R3832;1500;180;20;80
R3833;2660;160;20;100
R3834;1140;170;50;120
R3835;1850;90;40;80
R3836;2420;170;20;120
R3837;2540;10;50;100
R3838;790;10;10;120
R3839;3430;50;40;80
R3840;520;250;40;120
R3841;3420;20;30;100
R3842;900;0;20;80
R3843;1190;20;40;100
R3844;2650;50;30;120
R3845;2580;240;50;120
R3846;2650;60;10;120
R3847;2030;80;30;100
R3848;3740;50;40;120
R3849;2440;240;50;120
R3850;740;10;50;120
R3851;2230;0;10;120
R3852;1890;130;30;100
R3853;1820;280;50;120
R3854;1560;300;40;100
R3855;1700;270;30;100
R3856;1760;120;10;100
R3857;3410;120;30;80
R3858;1790;70;20;80
R3859;3380;220;30;100
R3860;800;300;50;100
R3861;1640;300;20;80
R3862;1510;50;30;120
R3863;2510;50;50;80
R3864;3250;220;40;100
R3865;1750;50;50;80
R3866;580;180;40;80
R3867;1310;140;30;120
R3868;1470;80;40;80
R3869;3150;200;40;120
R3870;3590;50;30;100
R3871;2180;240;50;80
R3872;3270;40;50;80
R3873;2220;60;30;120
R3874;2590;0;50;80
R3875;1670;190;40;100
R3876;2240;180;10;120
R3877;690;200;20;120
R3878;3830;230;50;100
R3879;2680;20;30;100
R3880;2870;240;40;100
R3881;1920;240;20;80
R3882;2480;300;20;80
R3883;2240;70;10;120
R3884;3850;240;10;120
R3885;3720;250;50;80
R3886;1030;140;30;100
R3887;2500;260;30;80
R3888;2170;280;40;120
R3889;3820;180;40;120
R3890;3270;90;10;80
R3891;1460;110;50;100
R3892;1480;210;40;80
R3893;2920;180;20;120
R3894;3620;170;40;80
R3895;3000;260;50;80
R3896;2940;70;20;120
R3897;2480;110;10;120
R3898;3360;130;20;80
R3899;600;180;20;120
R3900;2710;90;50;120
R3901;2230;50;50;120
R3902;2800;120;20;120
R3903;1330;210;20;80
R3904;700;250;50;120
R3905;2150;120;20;80
R3906;590;100;40;80
R3907;1800;200;50;120
R3908;2300;190;50;80
R3909;3800;90;20;100
R3910;2560;180;20;80
R3911;1340;110;40;100
R3912;3550;170;30;80
R3913;1720;60;40;120
R3914;2550;120;50;100
R3915;1450;250;50;100
R3916;3310;90;10;100
R3917;1620;50;30;80
R3918;1130;270;20;100
R3919;620;10;20;80
R3920;1190;260;20;100
R3921;1860;140;30;120
R3922;3620;300;10;120
R3923;2090;80;20;120
R3924;1010;80;40;100
R3925;1570;60;20;80
R3926;990;300;50;80
R3927;550;250;10;120
R3928;2010;10;30;80
R3929;3410;270;40;80
R3930;3870;50;10;80
R3931;2060;160;50;100
R3932;3170;230;50;120
R3933;1450;40;50;80
R3934;2770;240;30;100
R3935;1330;70;10;80
R3936;1990;130;50;100
R3937;820;280;10;120
R3938;3460;200;50;120
R3939;790;70;40;80
R3940;580;150;10;80
R3941;3180;290;40;100
R3942;3880;120;20;120
R3943;1410;170;30;80
R3944;3020;200;10;120
R3945;3740;110;10;100
R3946;3850;160;10;120
R3947;1880;260;10;80
R3948;3510;40;50;100
R3949;2380;240;20;120
R3950;3320;120;50;120
R3951;2030;30;20;120
R3952;810;150;30;100
R3953;2510;130;40;80
R3954;750;140;40;80
R3955;2590;110;20;100
R3956;500;60;40;80
R3957;3150;200;30;100
R3958;820;200;10;80
R3959;1050;100;30;100
R3960;1440;270;30;100
R3961;1610;190;40;100
R3962;650;30;10;120
R3963;2970;210;30;120
R3964;3330;120;10;120
R3965;600;230;50;100
R3966;510;20;30;120
R3967;1080;130;20;80
R3968;3500;110;30;80
R3969;2430;120;30;120
R3970;1530;40;20;80
R3971;1670;100;50;100
R3972;640;40;40;100
R3973;690;190;40;100
R3974;1230;130;10;100
R3975;1240;0;50;120
R3976;3000;160;40;120
R3977;3020;40;30;120
R3978;2880;150;50;120
R3979;2720;280;40;80
R3980;2250;220;50;80
R3981;2180;100;40;120
R3982;1690;280;50;120
R3983;550;70;10;100
R3984;540;280;40;80
R3985;1750;70;40;80
R3986;2130;300;30;120
R3987;3530;260;40;80
R3988;2150;70;50;80
R3989;800;40;30;80
R3990;900;300;20;120
R3991;2450;240;50;100
R3992;3890;240;10;100
R3993;3560;120;40;100
R3994;1710;160;40;80
R3995;2690;160;30;80
R3996;2600;250;30;80
R3997;1830;270;50;120
R3998;660;160;20;80
R3999;550;290;40;120
R4000;2280;10;10;120
R4001;2140;290;40;120
R4002;2940;90;20;120
R4003;1240;130;50;80
R4004;3870;260;30;80
R4005;2650;20;20;100
R4006;2940;120;40;100
R4007;1980;250;40;80
R4008;3990;20;50;80
R4009;2890;20;20;100
R4010;1660;300;40;120
R4011;3600;0;40;100
R4012;870;210;50;100
R4013;790;70;50;120
R4014;3950;270;10;120
R4015;1220;250;40;120
R4016;3240;160;40;100
R4017;1830;10;50;80
R4018;620;110;30;120
R4019;2360;30;20;80
R4020;3210;70;20;80
R4021;3810;80;20;100
R4022;1880;210;10;120
R4023;2870;140;10;80
R4024;2550;140;10;80
R4025;3230;130;30;80
R4026;3670;60;40;80
R4027;760;140;30;80
R4028;3870;150;30;120
R4029;3320;210;30;80
R4030;2110;200;50;80
R4031;1150;160;30;80
R4032;3410;250;20;120
R4033;890;20;30;100
R4034;750;70;30;120
R4035;3050;190;20;80
R4036;1570;180;20;80
R4037;850;230;40;80
R4038;3070;110;50;80
R4039;940;140;50;100
R4040;1750;170;20;80
R4041;3540;250;50;100
R4042;1320;50;10;120
R4043;3850;220;40;120
R4044;2490;180;40;100
R4045;2580;290;20;80
R4046;2420;240;20;80
R4047;2310;30;40;80
R4048;3830;220;20;120
R4049;2610;280;10;100
R4050;1130;70;50;80
R4051;2990;10;20;120
R4052;2140;160;20;100
R4053;2020;140;10;100
R4054;1310;160;20;100
R4055;2250;100;10;100
R4056;1820;40;50;120
R4057;3770;80;50;80
R4058;2430;120;30;80
R4059;2950;220;10;120
R4060;1640;270;30;100
R4061;2040;60;50;120
R4062;2510;290;40;100
R4063;3230;0;10;80
R4064;540;290;10;80
R4065;2310;100;20;80
R4066;1260;280;30;100
R4067;3150;230;20;120
R4068;2960;90;10;120
R4069;860;150;40;120
R4070;3440;300;50;80
R4071;2690;280;10;120
R4072;3810;90;10;80
R4073;3150;260;10;120
R4074;2140;190;40;80
R4075;2780;260;30;100
R4076;860;60;10;80
R4077;1540;250;20;120
R4078;2520;250;20;80
R4079;3380;70;50;80
R4080;800;200;50;80
R4081;2950;280;40;120
R4082;2220;70;10;80
R4083;1280;240;10;120
R4084;3430;150;40;80
R4085;2050;100;10;100
R4086;790;70;10;100
R4087;2490;40;10;80
R4088;770;300;50;100
R4089;1690;100;30;120
R4090;2880;290;20;120
R4091;3530;210;40;80
R4092;2120;250;10;120
R4093;3760;110;30;80
R4094;990;50;30;80
R4095;810;190;10;80
R4096;3910;50;20;100
R4097;3800;250;30;80
R4098;1800;190;40;120
R4099;3920;270;30;80
R4100;1820;130;30;120
R4101;3980;170;50;100
R4102;790;200;40;100
R4103;610;270;30;100
R4104;2110;200;20;80
R4105;3300;0;30;100
R4106;3670;270;10;80
R4107;2450;150;10;100
R4108;2870;60;10;120
R4109;3480;280;30;120
R4110;3020;170;30;120
R4111;2890;70;10;80
R4112;2350;270;10;120
R4113;1440;70;50;120
R4114;1290;120;40;100
R4115;1570;210;10;100
R4116;3570;120;10;120
R4117;1480;70;10;120
R4118;2410;0;20;120
R4119;2450;0;40;100
R4120;1420;260;30;100
R4121;1900;90;10;100
R4122;2140;250;10;120
R4123;3700;120;10;100
R4124;930;0;30;120
R4125;1060;90;10;100
R4126;2600;90;50;120
R4127;2630;300;10;120
R4128;3560;20;30;100
R4129;2840;280;10;80
R4130;3100;260;30;120
R4131;3440;170;50;80
R4132;850;20;40;100
R4133;2790;130;40;80
R4134;2860;90;20;80
R4135;2750;100;50;120
R4136;3600;60;20;100
R4137;2620;270;50;100
R4138;600;120;40;80
R4139;2910;140;10;100
R4140;2610;200;20;80
R4141;1080;70;50;120
R4142;3000;190;10;100
R4143;3180;20;40;120
R4144;750;150;20;100
R4145;1330;190;20;80
R4146;3510;150;30;120
R4147;2700;20;50;80
R4148;3270;20;20;80
R4149;1660;240;30;120
R4150;630;20;40;100
R4151;3230;260;30;100
R4152;2750;10;40;80
R4153;2870;110;40;80
R4154;560;290;20;80
R4155;2260;70;40;100
R4156;3510;20;40;120
R4157;3920;70;40;120
R4158;1140;160;20;80
R4159;740;120;50;120
R4160;2360;200;50;120
R4161;660;280;10;100
R4162;2090;60;50;80
R4163;890;270;50;80
R4164;3230;90;40;80
R4165;2830;290;30;80
R4166;1040;110;10;120
R4167;1690;270;40;100
R4168;2550;90;40;100
R4169;560;100;30;80
R4170;2030;200;30;80
R4171;3200;130;30;100
R4172;1310;120;50;100
R4173;3500;280;50;100
R4174;2850;50;10;80
R4175;1570;70;40;80
R4176;1350;20;50;80
R4177;2950;250;20;120
R4178;2320;60;30;80
R4179;2710;10;10;100
R4180;3420;270;40;120
R4181;3930;140;40;100
R4182;3350;140;20;100
R4183;3060;140;20;100
R4184;1220;260;10;80
R4185;1930;90;40;100
R4186;2910;250;40;80
R4187;3490;130;30;100
R4188;3240;240;40;100
R4189;3580;220;30;100
R4190;580;100;20;120
R4191;1630;270;20;120
R4192;1910;130;30;100
R4193;3700;210;30;120
R4194;1840;80;50;100
R4195;1800;50;30;100
R4196;2910;180;50;100
R4197;3830;230;10;100
R4198;3630;10;50;120
R4199;1100;20;20;100
R4200;3640;200;40;80
R4201;1670;300;40;100
R4202;1270;280;50;80
R4203;1050;290;50;120
R4204;1280;190;10;120
R4205;3560;30;20;100
R4206;2010;0;10;80
R4207;2920;30;40;80
R4208;2950;240;10;120
R4209;890;0;30;100
R4210;2880;260;20;120
R4211;2350;150;50;80
R4212;3810;50;30;120
R4213;3250;190;40;120
R4214;950;300;50;120
R4215;1630;190;10;120
R4216;3120;170;10;80
R4217;600;110;30;80
R4218;3850;170;30;120
R4219;2800;250;40;100
R4220;3000;210;30;120
R4221;3770;200;40;80
R4222;2480;170;10;80
R4223;3020;20;10;120
R4224;3790;0;30;120
R4225;1970;280;10;100
R4226;520;130;50;80
R4227;760;80;50;120
R4228;910;100;40;100
R4229;3260;80;50;100
R4230;1030;220;10;100
R4231;2770;30;40;80
R4232;3150;80;30;100
R4233;3540;270;40;100
R4234;2170;70;40;100
R4235;2500;280;10;80
R4236;2960;90;20;80
R4237;910;110;50;120
R4238;2590;90;40;80
R4239;1200;210;30;80
R4240;1310;140;20;100
R4241;1030;230;50;120
R4242;3440;90;40;80
R4243;1850;230;20;80
R4244;2640;160;10;80
R4245;2900;130;30;80
R4246;3440;290;20;100
R4247;1200;160;20;120
R4248;1340;170;10;120
R4249;2290;50;20;120
R4250;2880;130;30;80
R4251;670;160;30;100
R4252;790;150;20;100
R4253;3950;40;10;80
R4254;2130;80;30;80
R4255;1560;60;40;80
R4256;1680;190;40;80
R4257;1990;110;20;120
R4258;860;170;20;100
R4259;950;10;10;80
R4260;3740;20;30;120
R4261;2480;260;20;120
R4262;3630;90;20;80
R4263;2810;270;20;100
R4264;2730;130;40;100
R4265;1320;30;30;100
R4266;1020;80;10;100
R4267;2600;80;10;80
R4268;830;150;20;80
R4269;1100;250;50;120
R4270;1020;160;50;100
R4271;3420;180;20;80
R4272;2210;260;30;120
R4273;880;180;50;80
R4274;3420;220;20;80
R4275;1840;90;40;80
R4276;670;180;10;120
R4277;3420;70;30;80
R4278;1370;110;30;80
R4279;3910;130;20;80
R4280;3850;230;30;120
R4281;3050;100;20;100
R4282;1190;190;20;120
R4283;710;120;40;80
R4284;680;300;20;120
R4285;3740;210;40;100
R4286;3300;100;10;120
R4287;3310;260;30;120
R4288;1670;290;30;80
R4289;2910;60;40;120
R4290;2410;150;30;100
R4291;2720;160;10;120
R4292;1110;200;20;80
R4293;3090;230;50;100
R4294;2010;10;10;80
R4295;910;270;20;80
R4296;2530;40;40;80
R4297;1380;90;40;80
R4298;3170;140;50;120
R4299;1680;90;20;120
R4300;2960;110;20;120
R4301;3820;20;40;120
R4302;2100;150;20;80
R4303;3670;80;10;120
R4304;530;210;30;120
R4305;2570;190;10;120
R4306;1130;70;50;100
R4307;1510;160;40;100
R4308;3660;210;20;80
R4309;540;260;50;100
R4310;3840;250;20;80
R4311;3500;110;20;120
R4312;2630;300;50;80
R4313;2340;290;50;100
R4314;2250;110;50;80
R4315;1930;110;10;120
R4316;3650;220;30;120
R4317;3250;170;50;80
R4318;1610;10;40;100
R4319;1300;240;30;80
R4320;3780;50;20;80
R4321;750;60;20;100
R4322;3860;190;30;100
R4323;1910;120;40;120
R4324;2090;20;30;100
R4325;1680;20;10;100
R4326;2490;100;40;100
R4327;3070;70;40;100
R4328;2190;280;30;80
R4329;1790;190;50;80
R4330;1890;80;20;120
R4331;2050;180;40;120
R4332;1380;170;50;120
R4333;3760;0;10;100
R4334;2760;70;10;100
R4335;1490;250;10;80
R4336;3880;10;20;120
R4337;2170;220;40;80
R4338;3970;130;50;100
R4339;3450;70;20;120
R4340;1750;150;40;80
R4341;2710;40;50;120
R4342;800;140;50;100
R4343;1560;160;30;120
R4344;3190;170;30;120
R4345;1360;260;20;80
R4346;1190;30;40;100
R4347;1250;180;30;100
R4348;3380;90;40;100
R4349;3210;120;10;120
R4350;1540;110;30;80
R4351;2550;270;20;80
R4352;690;300;10;100
R4353;1520;300;20;100
R4354;1540;20;50;120
R4355;1790;120;40;100
R4356;980;40;50;80
R4357;1390;10;30;120
R4358;1780;300;30;80
R4359;3510;160;50;80
R4360;1010;110;10;80
R4361;3120;50;20;120
R4362;1220;230;40;80
R4363;3260;220;10;120
R4364;3400;190;30;80
R4365;3260;20;50;100
R4366;2390;140;40;80
R4367;3420;220;40;100
R4368;3780;260;40;100
R4369;2700;160;30;100
R4370;2710;180;20;80
R4371;2870;20;40;120
R4372;3700;140;50;80
R4373;1860;120;40;120
R4374;1140;300;10;100
R4375;1950;270;40;80
R4376;2060;250;40;80
R4377;960;260;50;80
R4378;2630;80;20;80
R4379;1950;290;30;100
R4380;3930;20;30;120
R4381;2960;0;50;120
R4382;2240;60;40;80
R4383;2250;170;20;100
R4384;3750;270;40;100
R4385;1290;90;20;120
R4386;3240;100;10;120
R4387;3080;50;30;80
R4388;3580;220;50;100
R4389;2600;50;10;120
R4390;620;300;40;100
R4391;1070;10;50;120
R4392;2870;180;10;100
R4393;2370;80;30;100
R4394;2830;70;40;100
R4395;3030;80;50;120
R4396;2060;110;30;120
R4397;2620;200;20;100
R4398;3000;140;50;100
R4399;1920;260;40;100
R4400;1560;280;10;80
R4401;870;120;10;80
R4402;1500;180;10;80
R4403;1060;140;40;80
R4404;2560;220;40;80
R4405;3740;60;10;100
R4406;2610;260;20;120
R4407;570;300;10;100
R4408;1590;290;20;80
R4409;2950;230;10;120
R4410;1800;170;30;80
R4411;1730;200;20;120
R4412;1020;40;30;120
R4413;1660;150;40;120
R4414;1200;160;50;100
R4415;3130;280;30;120
R4416;3610;210;10;100
R4417;3960;230;50;80
